# CSV file produced by Simufact
# Date of creation: 10.04.2023 18:53:06
#
# Units in this file
# Length: Millimeter [mm]
# Stress: Megapascal [MPa]
# Run2-unidirecational - Results (Z normal stress)
# ID;Z normal stress [MPa];Coordinates [x];Coordinates [y];Coordinates [z]
1;113.3426997612285;74.86599208969032;77.22269636607062;2.531742567929232
2;-87.76390802729017;74.86599208969032;76.65867133873111;2.553435838211521
3;-277.0299234416153;74.86599208969031;76.13803285195617;2.553435838211521
4;-283.0373239847144;75.34807803957493;75.72586071659266;2.531742567929233
5;-254.4093511968204;75.08273156152117;73.90362601288042;2.575129108493811
6;-144.1016397094644;74.86599208969032;73.46976060723465;2.575129108493811
7;-43.61002010513817;74.86599208969032;73.10097501243571;2.553435838211521
8;59.65941936683163;74.86599208969031;72.71049614735452;2.510049297646943
