# CSV file produced by Simufact
# Date of creation: 10.04.2023 18:48:49
#
# Units in this file
# Length: Millimeter [mm]
# Stress: Megapascal [MPa]
# Run2-unidirecational - Results (Z normal stress)
# ID;Z normal stress [MPa];Coordinates [x];Coordinates [y];Coordinates [z]
1;139.2012837863251;75.83077625124508;75.05336933784173;4.85292248813415
2;64.84948586012791;75.8273790141907;75.07506260812403;4.288897460794638
3;-10.33909963715259;75.8361611534861;75.03167606755945;3.681485892890547
4;-87.90434552154835;75.85041429117013;74.90151644586571;3.030687784421879
5;-169.9550160120772;75.85052362931161;74.92320971614799;2.401582946235498
6;-241.0897375904671;75.8497787663178;74.94490298643028;1.859251189178276
7;-311.1242726348131;75.84314257410951;75.00998279727713;1.338612702403339
8;-383.0189383527297;75.8466885993255;74.98828952699486;0.7745876750638259
9;-458.0879047774461;75.84977853572546;74.96659625671256;0.1888693774420252
